REFERÊNCIA;NOMEPRODUTO;CATEGORIA;ESTOQUE;PRECOATACADO;PRECODROPSHIPPING;STATUSPROMOCAO;MARCA;DESCRICAO;DIMENSAOCAIXACM;PESOGRAMAS;DATACADASTRO;REPOSICAOESTOQUE;URLPRODUTO;FOTOS
5000-07A;T�nis Slip On Feminino;T�nis;34,9|35,10|36,8|37,9|38,7|39,0;59.90;65.89;0;Torricella;* Acompanha dois pares de cadar�os.<br />Material: Napa Preto / Napa Onda Preto<br />Enfeite: 1 par de Cadar�o Preto com Dourado + 1 par de Cadar�o inteiro Preto e ilh�s (passante) na cor Dourado<br />Palmilha: 4 mm de Espessura na cor Preto<br />Forro: Cacharrel, material espumado para maior conforto, na cor Preto<br />Salto / Solado: 3 cm de Altura, PVC Flex�vel, antiderrapante, na cor branco.;28 x 20 x 9.5;600;14/07/2021;0;https://www.revendadecalcados.com.br/produto-7140.html;https://www.revendadecalcados.com.br/fma600/5dcac95aabea17a1ca2223fc801d2097.jpg,https://www.revendadecalcados.com.br/fma600/5080d75fba2f24c32edb011954f79799.jpg,https://www.revendadecalcados.com.br/fma600/473d9994db787665ca183094caa4c7bb.jpg,https://www.revendadecalcados.com.br/fma600/48d141ceb388a251e31bdadba6e4d3c7.jpg,https://www.revendadecalcados.com.br/fma600/cc0d788db409e82484e32da240d773c1.jpg,https://www.revendadecalcados.com.br/fma600/089ae08dff8fc16108804c030a33c6ee.jpg,https://www.revendadecalcados.com.br/fma600/2599c54846136ba880f77674736f8f4a.jpg,https://www.revendadecalcados.com.br/fma600/acf3941640afdc91fe16dc3befcc3780.jpg,https://www.revendadecalcados.com.br/fma600/bb2c39b501e25c313a45785366f8016d.jpg,https://www.revendadecalcados.com.br/fma600/32a769aae5fcb67906ea635d72409143.jpg,https://www.revendadecalcados.com.br/fma600/bc734cb9e65d43c65d1167f5e0dc53c1.jpg,https://www.revendadecalcados.com.br/fma600/48c0c5dfbaacfbe382087b075288b64e.jpg
5000-35D;T�nis Slip On Feminino;T�nis;34,1|35,2|36,3|37,5|38,4|39,0;59.90;65.89;0;Torricella;Material: Napa Azul<br />Enfeite: Cadar�o Branco e Bot�es ABS (passante) na cor Dourado<br />Palmilha: 4 mm de Espessura na cor Bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor Bege<br />Salto / Solado: 3 cm de Altura, PVC Flex�vel, antiderrapante, na cor branco.;28 x 20 x 9.5;600;14/07/2021;0;https://www.revendadecalcados.com.br/produto-7139.html;https://www.revendadecalcados.com.br/fma600/1147ed9927ed193db7827cef5b44316c.jpg,https://www.revendadecalcados.com.br/fma600/563621526ae765a2eadcb0c6641d944c.jpg,https://www.revendadecalcados.com.br/fma600/6e3ba573471593f1166bfd015f527b1b.jpg,https://www.revendadecalcados.com.br/fma600/51a3e645bfd837376aa8135d5e06241e.jpg,https://www.revendadecalcados.com.br/fma600/57939940dcbba5d5c4412f303596ef0e.jpg,https://www.revendadecalcados.com.br/fma600/9c898de453bc53c57661116632620cc3.jpg
5000-35A;T�nis Slip On Feminino;T�nis;34,5|35,8|36,9|37,6|38,4|39,0;59.90;65.89;0;Torricella;Material: Napa Preto<br />Enfeite: Cadar�o Preto e Bot�es ABS (passante) na cor Dourado<br />Palmilha: 4 mm de Espessura na cor Preto<br />Forro: Cacharrel, material espumado para maior conforto, na cor Preto<br />Salto / Solado: 3 cm de Altura, PVC Flex�vel, antiderrapante, na cor branco.;28 x 20 x 9.5;600;14/07/2021;0;https://www.revendadecalcados.com.br/produto-7136.html;https://www.revendadecalcados.com.br/fma600/e2258629baf8eae88ea4fb704ba7ce15.jpg,https://www.revendadecalcados.com.br/fma600/5f1233e5caa40560530238a46adc92c1.jpg,https://www.revendadecalcados.com.br/fma600/cd33bd8c4db3c69b5580fa760c398fb4.jpg,https://www.revendadecalcados.com.br/fma600/5a72d86d3e966cde6f08bd5061a37d0c.jpg,https://www.revendadecalcados.com.br/fma600/aeab4ed060cb4a0b60e77b443a2f1b4e.jpg,https://www.revendadecalcados.com.br/fma600/46c19fb96dd10bfa41c7caa5cde0a4a0.jpg
10.057F;Sapatilha Feminina P�rola;Sapatilhas;34,3|35,3|36,8|37,6|38,5|39,0;59.90;65.89;0;Torricella;Material: Verniz Verde<br />Enfeite: Tiras em La�o Verniz Verde e P�rolas em ABS<br />Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado<br />Forro: Napa Bege claro<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;06/07/2021;0;https://www.revendadecalcados.com.br/produto-7132.html;https://www.revendadecalcados.com.br/fma600/2d4ce41ac872fde91798f142f305a0e0.jpg,https://www.revendadecalcados.com.br/fma600/414fb56bbd26d2501f179bc5e9ea0b6b.jpg,https://www.revendadecalcados.com.br/fma600/3d1369ba7753ac8f8886902860918586.jpg,https://www.revendadecalcados.com.br/fma600/73cb3ee6aef69dd0061f3fbe5cfa130f.jpg,https://www.revendadecalcados.com.br/fma600/0f1f15e8fdd25e9119f021adb35a52d3.jpg
10.057A;Sapatilha Feminina P�rola;Sapatilhas;34,8|35,7|36,10|37,10|38,10|39,0;59.90;65.89;0;Torricella;Material: Verniz Metalizado Specchio Dourado<br />Enfeite: Tiras em La�o Specchio Dourado e P�rolas em ABS<br />Palmilha: 4 mm de Espessura em Specchio Dourado e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado<br />Forro: Napa Bege claro<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;06/07/2021;0;https://www.revendadecalcados.com.br/produto-7127.html;https://www.revendadecalcados.com.br/fma600/bd820803f3640d8d45d25570c450e9ba.jpg,https://www.revendadecalcados.com.br/fma600/e3b027d1434caf8bcd8e114a2b7f0348.jpg,https://www.revendadecalcados.com.br/fma600/f9ba1fd7801617c7df8cf2f3bbcfa704.jpg,https://www.revendadecalcados.com.br/fma600/11f02fdc84334f4d91fc5ccc02833c3f.jpg,https://www.revendadecalcados.com.br/fma600/b63278b46b4f77176a1ab9a52fe1a0c1.jpg
1625-00B;Sapato Scarpin;Sapato Scarpin;34,0|35,6|36,10|37,10|38,10|39,10;54.90;60.39;0;Torricella;Material: Verniz Off White<br />Palmilha: Confort com 8 mm de Espessura, Espuma em EVA, Revestida com Verniz Off White e Taloneira Napa Bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Salto: 10 cm de Altura pintado na cor Off White<br />Solado de PVC antiderrapante na cor natural.;28 x 20 x 9.5;600;03/09/2021;0;https://www.revendadecalcados.com.br/produto-7171.html;https://www.revendadecalcados.com.br/fma600/652cced5b93f614f81f237ac6d04a2d6.jpg,https://www.revendadecalcados.com.br/fma600/86c61c69d816a92b0cfa8427b6cdfdd6.jpg,https://www.revendadecalcados.com.br/fma600/621491bd2845e72a26fc44b073bcf0ac.jpg,https://www.revendadecalcados.com.br/fma600/32d7ebdd4e3f391bf657fb8955dfe0a0.jpg,https://www.revendadecalcados.com.br/fma600/3325771b06c47c3493178c36ed326168.jpg,https://www.revendadecalcados.com.br/fma600/9fac30b8cdb5a71243a9923ee99d56a7.jpg
1944-90C;Sand�lia Feminina;Sand�lias;34,4|35,5|36,6|37,0|38,2|39,1;49.90;54.89;0;Torricella;Material: Verniz Rosa<br />Enfeite: Argola de ABS na cor Dourado no peito do p� e Fivela de Metal na cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rosa e Taloneira Napa Bege<br />Salto: 5 cm de Altura e Revestido em Verniz Rosa<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;07/12/2021;0;https://www.revendadecalcados.com.br/produto-7417.html;https://www.revendadecalcados.com.br/fma600/4140ed6eaadc4f70e18bb0164e9c959e.jpg,https://www.revendadecalcados.com.br/fma600/5005e12120a261b5427c611d605c5eca.jpg,https://www.revendadecalcados.com.br/fma600/1a82606085c332171d1bc0e74672b585.jpg,https://www.revendadecalcados.com.br/fma600/5df6493405ca140cfe3dba95c9b11c33.jpg,https://www.revendadecalcados.com.br/fma600/f93d91de4c29b5bfaec00a05b62498e6.jpg
FST032G;Sand�lia Tamanco Feminino;Sand�lias;34,1|35,2|36,3|37,7|38,1|39,0;49.90;54.89;0;Torricella;Material: Napa Lil�s<br />Enfeite: La�o em Napa Lil�s<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Lil�s e Taloneira Napa Bege<br />Salto: 9,5 cm de Altura e Revestido em Napa Lil�s<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7242.html;https://www.revendadecalcados.com.br/fma600/0f2bc7f9550d8aa25c4bd2eac7a810d3.jpg,https://www.revendadecalcados.com.br/fma600/ac74ec1a57c987daffecdebdeb6747a3.jpg,https://www.revendadecalcados.com.br/fma600/109baa244f9456e994375e1d7434d73a.jpg,https://www.revendadecalcados.com.br/fma600/cf53d1819b51b2893674ba452e3244f3.jpg,https://www.revendadecalcados.com.br/fma600/4662f4a4cbbb50f3de288d4087aa4ddd.jpg
FST032F;Sand�lia Tamanco Feminino;Sand�lias;34,0|35,4|36,2|37,2|38,6|39,2;49.90;54.89;0;Torricella;Material: Napa Amarelo<br />Enfeite: La�o em Napa Amarelo<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Amarelo e Taloneira Napa Bege<br />Salto: 9,5 cm de Altura e Revestido em Napa Amarelo<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7241.html;https://www.revendadecalcados.com.br/fma600/78765cc493b5f0ab9a4e05e8b3272845.jpg,https://www.revendadecalcados.com.br/fma600/f006852f6baa8062f3834368e19ad13a.jpg,https://www.revendadecalcados.com.br/fma600/24c239cf9d349cad1f844d0ab087e3b6.jpg,https://www.revendadecalcados.com.br/fma600/5b28e685bc1a0481e329c1c7f4a73544.jpg,https://www.revendadecalcados.com.br/fma600/37e9dbca7132f2535eac1fb3b1d2e989.jpg
FST032D;Sand�lia Tamanco Feminino;Sand�lias;34,2|35,5|36,8|37,6|38,8|39,0;49.90;54.89;0;Torricella;Material: Napa Azul<br />Enfeite: La�o em Napa Azul<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Azul e Taloneira Napa Bege<br />Salto: 9,5 cm de Altura e Revestido em Napa Azul<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7239.html;https://www.revendadecalcados.com.br/fma600/27561afef7d061ed3228bf0d54acc182.jpg,https://www.revendadecalcados.com.br/fma600/e060afa6e2f10d2ffd577bd7cad7e84d.jpg,https://www.revendadecalcados.com.br/fma600/fe91d383d854f7f1cb9268bebab8c186.jpg,https://www.revendadecalcados.com.br/fma600/3a6c867acecaedc94f78ef085b9d280a.jpg,https://www.revendadecalcados.com.br/fma600/3ad31a1eac99e6a16e01c09b3f48f05e.jpg
SBC.005;Clog Feminino;Sand�lias;34,1|35,4|36,6|37,2|38,6|39,0;49.90;54.89;1;Torricella;Material: Napa Caramelo<br />Enfeites: Metal Dourado com Strass e Napa Caramelo<br />Palmilha: 8 mm de Espessura, Espuma em EVA, revestido em napa caramelo e taloneira napa bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege<br />Salto/Sola: 4,5 cm de altura na cor amadeirado com antiderrapante.;28.5 x 23.5 x 9.5;800;26/05/2021;0;https://www.revendadecalcados.com.br/produto-7044.html;https://www.revendadecalcados.com.br/fma600/b730a8b2c3b9f49bc844548ab72adddd.jpg,https://www.revendadecalcados.com.br/fma600/1b171b5d406cdd19ae9f83d90bd01180.jpg,https://www.revendadecalcados.com.br/fma600/76072ca2dc6db1281f33bc49a62c2e4a.jpg,https://www.revendadecalcados.com.br/fma600/1f0bd118fdc20ee936b13092a9290259.jpg,https://www.revendadecalcados.com.br/fma600/5a9c94641204947901b8e39a9beb1da7.jpg
10.039D;Sapatilha Feminina;Sapatilhas;34,5|35,4|36,9|37,5|38,3|39,0;49.90;54.89;0;Torricella;Material: Glitter Luxor Prata Velho<br />Palmilha: 4 mm de Espessura em Napa Prata Velho e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Prata<br />Forro: Napa Bege claro<br />Solado: PVC Flex na cor preto.;30 x 16 x 9.5;400;28/09/2020;0;https://www.revendadecalcados.com.br/produto-6619.html;https://www.revendadecalcados.com.br/fma600/838e6b519252f9e9f68fe6b1a36a7166.jpg,https://www.revendadecalcados.com.br/fma600/683356b5dad0c9ed3c1d98fd95d098b6.jpg,https://www.revendadecalcados.com.br/fma600/5c9e3d10086a1ebcd6b2c89a6f38a59c.jpg,https://www.revendadecalcados.com.br/fma600/b4ca156127f7451508ea5f9b567b62a6.jpg,https://www.revendadecalcados.com.br/fma600/cc28bcf51733e3681193034419e2c2af.jpg
10.044H;Sapatilha Feminina;Sapatilhas;34,4|35,6|36,7|37,0|38,7|39,1;49.90;54.89;0;Torricella;"Material: Croco Ouro Light / Camur�a Porcelana<br />Enfeite: La�o em Camur�a Porcelana com ilh�s dourados e fivela dourada<br />Palmilha: 4 mm de Espessura em Camur�a Porcelana e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto<br />Solado: PVC Flex na cor bege.";30 x 16 x 9.5;400;22/09/2020;0;https://www.revendadecalcados.com.br/produto-6612.html;https://www.revendadecalcados.com.br/fma600/cf63bcc42b47da0ab8a94709b3a131cb.jpg,https://www.revendadecalcados.com.br/fma600/4b6b48f5b4749fae1af21b32e24a33f6.jpg,https://www.revendadecalcados.com.br/fma600/57127eedf29ed92453bf671b48805338.jpg,https://www.revendadecalcados.com.br/fma600/f4575114f3a67def7e1d9b563312fb6d.jpg,https://www.revendadecalcados.com.br/fma600/95fa9db4ce7ddac8263313515fc0ff71.jpg
10.044C;Sapatilha Feminina;Sapatilhas;34,1|35,2|36,5|37,2|38,2|39,0;49.90;54.89;0;Torricella;"Material: Camur�a Vermelho<br />Enfeite: La�o em Camur�a Vermelho com ilh�s dourados e fivela dourada<br />Palmilha: 4 mm de Espessura em Camur�a Vermelho e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto<br />Solado: PVC Flex na cor bege.";30 x 16 x 9.5;400;22/09/2020;0;https://www.revendadecalcados.com.br/produto-6600.html;https://www.revendadecalcados.com.br/fma600/962d9cd6139c7fc0a2e67e18d7531d0e.jpg,https://www.revendadecalcados.com.br/fma600/99176b0eb416b012bcda4b9d96cf88c7.jpg,https://www.revendadecalcados.com.br/fma600/ba59a8da26b58b036cff0cda202cd494.jpg,https://www.revendadecalcados.com.br/fma600/e705aa0369987c94b307d51ef1cff46c.jpg,https://www.revendadecalcados.com.br/fma600/4c9b336b08063a93d417a21e972d3eff.jpg
10.044B;Sapatilha Feminina;Sapatilhas;34,3|35,6|36,6|37,3|38,0|39,1;49.90;54.89;0;Torricella;Material: Camur�a Amarelo<br />Enfeite: La�o em Camur�a Amarelo com ilh�s dourados e fivela dourada<br />Palmilha: 4 mm de Espessura em Camur�a Amarelo e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;22/09/2020;0;https://www.revendadecalcados.com.br/produto-6599.html;https://www.revendadecalcados.com.br/fma600/b538849fc05b0d1c48f9e6bdf4ad06d0.jpg,https://www.revendadecalcados.com.br/fma600/ea6d59cfca45303a957a99436469e596.jpg,https://www.revendadecalcados.com.br/fma600/3fd1c0dd13ecc1722b6207b99b6ce03d.jpg,https://www.revendadecalcados.com.br/fma600/b857a6ef6c4bda5c7878b88d0448893d.jpg,https://www.revendadecalcados.com.br/fma600/341b78788f20fdfc4e370e6db69bb3d5.jpg
FST034H;Sand�lia Tamanco Feminino;Sand�lias;34,3|35,4|36,4|37,8|38,7|39,0;47.90;52.69;0;Torricella;Material: Napa Pink / Vinil<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Pink e Taloneira Napa Bege<br />Salto: 6 cm de Altura e Revestido em Napa Pink<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;01/11/2021;0;https://www.revendadecalcados.com.br/produto-7259.html;https://www.revendadecalcados.com.br/fma600/fdb9280837af64ca160dfd9b97bfb632.jpg,https://www.revendadecalcados.com.br/fma600/61fa401381ebd3df15f3e6ccef1fea18.jpg,https://www.revendadecalcados.com.br/fma600/269f20de0d6198ccef71a46909e9996b.jpg,https://www.revendadecalcados.com.br/fma600/6112c03efb5cecac50bdc919995cc8a8.jpg,https://www.revendadecalcados.com.br/fma600/5e76e4b6e5c140219f47cddfdcd5e697.jpg
FST034E;Sand�lia Feminina;Sand�lias;34,1|35,3|36,3|37,6|38,7|39,0;47.90;52.69;0;Torricella;Material: Napa Verde Menta / Vinil<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Verde Menta e Taloneira Napa Bege<br />Salto: 6 cm de Altura e Revestido em Napa Verde Menta<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7246.html;https://www.revendadecalcados.com.br/fma600/fa81773b2643fbb52c0657c161bf57ef.jpg,https://www.revendadecalcados.com.br/fma600/81f54585fb40234d6a1beddf645fa12c.jpg,https://www.revendadecalcados.com.br/fma600/2890af320f487d9b7453ac908cfd72dd.jpg,https://www.revendadecalcados.com.br/fma600/91de939447d7f5bd7223916bcb2088d3.jpg,https://www.revendadecalcados.com.br/fma600/7e216c93aab99aa54c6d031440482864.jpg
FST029D;Sand�lia Tamanco Feminino;Sand�lias;34,5|35,7|36,8|37,10|38,5|39,0;47.90;52.69;0;Torricella;Material: Napa Bege<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Bege e Taloneira Napa Bege<br />Salto: 6 cm de Altura e Revestido em Napa Bege<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;25/10/2021;0;https://www.revendadecalcados.com.br/produto-7223.html;https://www.revendadecalcados.com.br/fma600/0f1f06eff07e3d98b88690ff6e91c7c9.jpg,https://www.revendadecalcados.com.br/fma600/2701eb5cc0180e2e84ab1d14828aaaf4.jpg,https://www.revendadecalcados.com.br/fma600/8bc689a59979a2f631eeead904b3200b.jpg,https://www.revendadecalcados.com.br/fma600/8398f1a510ba2fb856f091b0cfe18763.jpg,https://www.revendadecalcados.com.br/fma600/27db01bc0f0bc6a7ff5bfac2def12458.jpg
10.040A;Sapatilha Feminina;Sapatilhas;34,1|35,7|36,9|37,7|38,5|39,0;47.90;52.69;0;Torricella;Material: Camur�a Porcelana / Croco Prata Velho / Verniz Preto<br />Palmilha: 4 mm de Espessura em Camur�a Porcelana e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Prata<br />Forro: Napa Bege claro<br />Solado: PVC Flex na cor preto.;30 x 16 x 9.5;400;22/09/2020;0;https://www.revendadecalcados.com.br/produto-6606.html;https://www.revendadecalcados.com.br/fma600/234b7bee2919da2652820c2578b1a826.jpg,https://www.revendadecalcados.com.br/fma600/bfc2b0d56bcba487850f9e2b77358a9a.jpg,https://www.revendadecalcados.com.br/fma600/5a26dad54abc198c9adb59c0cf9e0a20.jpg,https://www.revendadecalcados.com.br/fma600/290588d77cec769ee27190bed1dd2511.jpg,https://www.revendadecalcados.com.br/fma600/8bd5e89a6c8a8f726475206d651cff20.jpg
1944-10C;Sand�lia Tamanco Feminino;Sand�lias;34,3|35,9|36,10|37,9|38,9|39,0;44.90;49.39;0;Torricella;Material: Verniz Rose<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege<br />Salto: 5 cm de Altura e Revestido em Verniz Rose<br />Solado de PVC com antiderrapante na cor Bege.;28 x 20 x 9.5;600;24/11/2021;0;https://www.revendadecalcados.com.br/produto-7359.html;https://www.revendadecalcados.com.br/fma600/ac1b5f9bf86d645952e4d8324134454c.jpg,https://www.revendadecalcados.com.br/fma600/01837e6726aa26de4bd1eb5d55fcceb9.jpg,https://www.revendadecalcados.com.br/fma600/bb109cb3bac04c8449c8534e3115e227.jpg,https://www.revendadecalcados.com.br/fma600/8984ab1d52bf50a5b411d6a1a07c527a.jpg,https://www.revendadecalcados.com.br/fma600/6760a3d418145da5f0e8f5eb8345d74d.jpg
FST014F;Sapatilha Mule;Sapatilhas;35,0|36,5|37,6|38,10|39,5|40,2;39.90;43.89;0;Torricella;Material: Verniz Metalizado Specchio Dourado<br />Enfeite: Pe�a em ABS na cor Ouro Light<br />Palmilha: 4 mm de Espessura em Verniz Metalizado Specchio Dourado com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;05/08/2021;0;https://www.revendadecalcados.com.br/produto-7167.html;https://www.revendadecalcados.com.br/fma600/6ffe06044f1f6f5990530b4a6d8e6b9f.jpg,https://www.revendadecalcados.com.br/fma600/8e217c0946d4054d81ab63f0c343cb6f.jpg,https://www.revendadecalcados.com.br/fma600/99281fc07cf829c5041d047ed26c129e.jpg,https://www.revendadecalcados.com.br/fma600/4c8f4adca80ba4d34bd2b3b8ce1c9847.jpg,https://www.revendadecalcados.com.br/fma600/93340cef592316e22202a20b04c08fe3.jpg
FST021B;Sapatilha Mule;Sapatilhas;35,2|36,2|37,4|38,5|39,9|40,0;39.90;43.89;0;Torricella;Material: Glitter Ouro Light<br />Enfeite: Pe�a em ABS na cor Ouro Light<br />Palmilha: 4 mm de Espessura em Napa Ouro Light com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;05/08/2021;0;https://www.revendadecalcados.com.br/produto-7166.html;https://www.revendadecalcados.com.br/fma600/7e7c025d8842cce47fb87e64e12f8a08.jpg,https://www.revendadecalcados.com.br/fma600/f25c2f70bfd8a2088e2bcc5ac717e4c2.jpg,https://www.revendadecalcados.com.br/fma600/f9ce2f390426340965dc223d3393a9de.jpg,https://www.revendadecalcados.com.br/fma600/8c0dd1f6a9b62c5b4b9d041ef468f45d.jpg,https://www.revendadecalcados.com.br/fma600/dff67f4d1b2fa3f5eadb05cf054ec5bd.jpg
FST015D;Sapatilha Mule;Sapatilhas;35,2|36,1|37,4|38,10|39,7|40,0;39.90;43.89;0;Torricella;Material: Camur�a Bege<br />Enfeite: La�o em n� em Camur�a Bege<br />Palmilha: 4 mm de Espessura em Camur�a Bege com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;05/08/2021;0;https://www.revendadecalcados.com.br/produto-7163.html;https://www.revendadecalcados.com.br/fma600/ce4413fbbaf0af21a34e5cfbda0049db.jpg,https://www.revendadecalcados.com.br/fma600/03be897b85c0918eca8bd409dcd27adc.jpg,https://www.revendadecalcados.com.br/fma600/79289608d4f849ea56e833305a3289d7.jpg,https://www.revendadecalcados.com.br/fma600/643d853fb5805986d784b926548d8a4e.jpg,https://www.revendadecalcados.com.br/fma600/f540235f969227e3dc614e6cf73ec345.jpg
